INFO 2026-02-07 17:18:47 db_utils.py:102 [1m[34mLogs will be synced with wandb.[0m
INFO 2026-02-07 17:18:47 db_utils.py:103 Track this run --> [1m[33mhttps://wandb.ai/woolimi-ecole42/lerobot/runs/o8qme2kx[0m
INFO 2026-02-07 17:18:47 ot_train.py:217 Device selection: accelerator.device=cuda | cfg.policy.device=cuda | CUDA_VISIBLE_DEVICES=None
INFO 2026-02-07 17:18:47 ot_train.py:232 Torch backends: torch=2.7.1+cu126 | cuda_available=True (build=12.6, count=1, gpu0=NVIDIA RTX 6000 Ada Generation) | mps_available=False | xpu_available=False
INFO 2026-02-07 17:18:47 ot_train.py:258 Creating dataset
INFO 2026-02-07 17:18:48 ot_train.py:278 Creating policy
INFO 2026-02-07 17:18:49 ot_train.py:333 Creating optimizer and scheduler
INFO 2026-02-07 17:18:49 ot_train.py:370 [1m[33mOutput dir:[0m outputs/train/v1.0
INFO 2026-02-07 17:18:49 ot_train.py:377 cfg.steps=400000 (400K)
INFO 2026-02-07 17:18:49 ot_train.py:378 dataset.num_frames=62498 (62K)
INFO 2026-02-07 17:18:49 ot_train.py:379 dataset.num_episodes=185
INFO 2026-02-07 17:18:49 ot_train.py:382 Effective batch size: 16 x 1 = 16
INFO 2026-02-07 17:18:49 ot_train.py:383 num_learnable_params=51597190 (52M)
INFO 2026-02-07 17:18:49 ot_train.py:384 num_total_params=51597190 (52M)
INFO 2026-02-07 17:18:49 ot_train.py:440 Start offline training on a fixed dataset, with effective batch size: 16
INFO 2026-02-07 17:21:30 ot_train.py:470 step:200 smpl:3K ep:9 epch:0.05 loss:6.014 grdn:115.258 lr:1.0e-05 updt_s:0.759 data_s:0.046
INFO 2026-02-07 18:48:11 ot_train.py:470 step:7K smpl:112K ep:332 epch:1.79 loss:0.271 grdn:14.787 lr:1.0e-05 updt_s:0.737 data_s:0.023
INFO 2026-02-07 18:50:44 ot_train.py:470 step:7K smpl:115K ep:341 epch:1.84 loss:0.255 grdn:15.090 lr:1.0e-05 updt_s:0.738 data_s:0.023
INFO 2026-02-07 18:53:16 ot_train.py:470 step:7K smpl:118K ep:350 epch:1.89 loss:0.252 grdn:14.618 lr:1.0e-05 updt_s:0.738 data_s:0.023
INFO 2026-02-07 18:55:48 ot_train.py:470 step:8K smpl:122K ep:360 epch:1.95 loss:0.254 grdn:14.807 lr:1.0e-05 updt_s:0.736 data_s:0.023
INFO 2026-02-07 18:58:20 ot_train.py:470 step:8K smpl:125K ep:369 epch:2.00 loss:0.244 grdn:14.947 lr:1.0e-05 updt_s:0.736 data_s:0.023
INFO 2026-02-07 19:01:01 ot_train.py:470 step:8K smpl:128K ep:379 epch:2.05 loss:0.243 grdn:14.318 lr:1.0e-05 updt_s:0.752 data_s:0.052
INFO 2026-02-07 19:03:34 ot_train.py:470 step:8K smpl:131K ep:388 epch:2.10 loss:0.239 grdn:13.998 lr:1.0e-05 updt_s:0.742 data_s:0.024
INFO 2026-02-07 19:06:09 ot_train.py:470 step:8K smpl:134K ep:398 epch:2.15 loss:0.236 grdn:14.032 lr:1.0e-05 updt_s:0.748 data_s:0.024
INFO 2026-02-07 19:08:43 ot_train.py:470 step:9K smpl:138K ep:407 epch:2.20 loss:0.233 grdn:14.264 lr:1.0e-05 updt_s:0.747 data_s:0.024
INFO 2026-02-07 19:11:17 ot_train.py:470 step:9K smpl:141K ep:417 epch:2.25 loss:0.234 grdn:14.251 lr:1.0e-05 updt_s:0.745 data_s:0.024
INFO 2026-02-07 19:13:51 ot_train.py:470 step:9K smpl:144K ep:426 epch:2.30 loss:0.226 grdn:13.389 lr:1.0e-05 updt_s:0.744 data_s:0.024
INFO 2026-02-07 19:13:51 ot_train.py:490 Checkpoint policy after step 9000
INFO 2026-02-07 19:16:28 ot_train.py:470 step:9K smpl:147K ep:436 epch:2.36 loss:0.223 grdn:13.391 lr:1.0e-05 updt_s:0.743 data_s:0.023
INFO 2026-02-07 19:19:01 ot_train.py:470 step:9K smpl:150K ep:445 epch:2.41 loss:0.225 grdn:14.232 lr:1.0e-05 updt_s:0.743 data_s:0.023
INFO 2026-02-07 19:21:35 ot_train.py:470 step:10K smpl:154K ep:455 epch:2.46 loss:0.220 grdn:13.117 lr:1.0e-05 updt_s:0.746 data_s:0.023
INFO 2026-02-07 19:24:08 ot_train.py:470 step:10K smpl:157K ep:464 epch:2.51 loss:0.220 grdn:13.249 lr:1.0e-05 updt_s:0.743 data_s:0.023
INFO 2026-02-07 19:26:42 ot_train.py:470 step:10K smpl:160K ep:474 epch:2.56 loss:0.216 grdn:13.565 lr:1.0e-05 updt_s:0.744 data_s:0.023
INFO 2026-02-07 19:29:15 ot_train.py:470 step:10K smpl:163K ep:483 epch:2.61 loss:0.210 grdn:13.175 lr:1.0e-05 updt_s:0.746 data_s:0.023
INFO 2026-02-07 19:31:49 ot_train.py:470 step:10K smpl:166K ep:493 epch:2.66 loss:0.211 grdn:13.251 lr:1.0e-05 updt_s:0.743 data_s:0.023
INFO 2026-02-07 19:34:22 ot_train.py:470 step:11K smpl:170K ep:502 epch:2.71 loss:0.212 grdn:13.073 lr:1.0e-05 updt_s:0.744 data_s:0.023
INFO 2026-02-07 19:36:56 ot_train.py:470 step:11K smpl:173K ep:512 epch:2.76 loss:0.207 grdn:12.660 lr:1.0e-05 updt_s:0.744 data_s:0.023
INFO 2026-02-07 19:39:29 ot_train.py:470 step:11K smpl:176K ep:521 epch:2.82 loss:0.206 grdn:12.623 lr:1.0e-05 updt_s:0.744 data_s:0.023
INFO 2026-02-07 19:42:02 ot_train.py:470 step:11K smpl:179K ep:530 epch:2.87 loss:0.210 grdn:12.895 lr:1.0e-05 updt_s:0.743 data_s:0.023
INFO 2026-02-07 19:44:36 ot_train.py:470 step:11K smpl:182K ep:540 epch:2.92 loss:0.204 grdn:12.551 lr:1.0e-05 updt_s:0.743 data_s:0.023
INFO 2026-02-07 19:47:10 ot_train.py:470 step:12K smpl:186K ep:549 epch:2.97 loss:0.202 grdn:12.122 lr:1.0e-05 updt_s:0.747 data_s:0.023
INFO 2026-02-07 19:49:48 ot_train.py:470 step:12K smpl:189K ep:559 epch:3.02 loss:0.199 grdn:12.238 lr:1.0e-05 updt_s:0.741 data_s:0.051
INFO 2026-02-07 19:52:21 ot_train.py:470 step:12K smpl:192K ep:568 epch:3.07 loss:0.198 grdn:12.339 lr:1.0e-05 updt_s:0.740 data_s:0.023
INFO 2026-02-07 19:52:21 ot_train.py:490 Checkpoint policy after step 12000
INFO 2026-02-07 19:54:57 ot_train.py:470 step:12K smpl:195K ep:578 epch:3.12 loss:0.196 grdn:11.748 lr:1.0e-05 updt_s:0.740 data_s:0.023
INFO 2026-02-07 19:57:29 ot_train.py:470 step:12K smpl:198K ep:587 epch:3.17 loss:0.191 grdn:12.249 lr:1.0e-05 updt_s:0.737 data_s:0.023
INFO 2026-02-07 20:00:01 ot_train.py:470 step:13K smpl:202K ep:597 epch:3.23 loss:0.193 grdn:12.819 lr:1.0e-05 updt_s:0.738 data_s:0.023
INFO 2026-02-07 20:02:36 ot_train.py:470 step:13K smpl:205K ep:606 epch:3.28 loss:0.190 grdn:11.572 lr:1.0e-05 updt_s:0.748 data_s:0.023
INFO 2026-02-07 20:05:08 ot_train.py:470 step:13K smpl:208K ep:616 epch:3.33 loss:0.191 grdn:11.919 lr:1.0e-05 updt_s:0.738 data_s:0.023
INFO 2026-02-07 20:07:40 ot_train.py:470 step:13K smpl:211K ep:625 epch:3.38 loss:0.189 grdn:11.280 lr:1.0e-05 updt_s:0.738 data_s:0.023
INFO 2026-02-07 20:10:13 ot_train.py:470 step:13K smpl:214K ep:635 epch:3.43 loss:0.187 grdn:11.593 lr:1.0e-05 updt_s:0.740 data_s:0.023
INFO 2026-02-07 20:12:45 ot_train.py:470 step:14K smpl:218K ep:644 epch:3.48 loss:0.188 grdn:12.112 lr:1.0e-05 updt_s:0.738 data_s:0.023
INFO 2026-02-07 20:15:18 ot_train.py:470 step:14K smpl:221K ep:654 epch:3.53 loss:0.184 grdn:11.236 lr:1.0e-05 updt_s:0.738 data_s:0.023
